,age,job,marital,education,default,balance,housing,loan,contact,day,month,campaign,pdays,previous,poutcome,deposit
9581,39,technician,single,secondary,no,681,yes,no,unknown,5,jun,1,-1,0,unknown,no
4330,60,blue-collar,married,primary,no,5,no,no,cellular,29,jan,1,92,1,success,yes
5464,27,blue-collar,single,secondary,no,1049,no,no,telephone,29,jan,3,-1,0,unknown,no
2425,55,management,divorced,tertiary,no,2383,no,no,cellular,5,aug,2,63,2,success,yes
970,32,self-employed,single,tertiary,no,386,yes,no,cellular,18,nov,1,-1,0,unknown,yes
8092,45,management,married,tertiary,no,1529,no,no,cellular,30,jun,1,-1,0,unknown,no
2782,77,retired,married,unknown,no,1807,no,no,telephone,20,oct,1,-1,0,unknown,yes
197,29,management,single,tertiary,no,0,yes,no,unknown,30,may,12,-1,0,unknown,yes
6840,28,services,single,secondary,no,458,no,no,cellular,4,feb,4,201,3,failure,no
1856,42,management,married,tertiary,no,4,yes,no,cellular,8,may,2,295,1,success,yes
7917,50,blue-collar,married,primary,no,533,no,no,cellular,21,aug,4,-1,0,unknown,no
672,33,management,divorced,tertiary,no,2885,no,no,cellular,5,aug,2,-1,0,unknown,yes
3893,33,technician,married,secondary,no,484,yes,no,cellular,16,aug,3,182,9,success,yes
5016,54,self-employed,single,tertiary,no,384,no,yes,cellular,27,may,1,-1,0,unknown,yes
5723,41,admin.,single,secondary,no,882,yes,yes,unknown,28,may,2,-1,0,unknown,no
10502,30,blue-collar,single,secondary,no,228,no,no,cellular,5,feb,1,365,1,failure,no
9383,32,technician,single,tertiary,no,1212,yes,no,unknown,23,may,2,-1,0,unknown,no
1053,31,management,married,secondary,no,8629,yes,no,cellular,21,nov,1,184,2,failure,yes
5214,32,admin.,single,secondary,no,212,no,no,cellular,7,jul,5,-1,0,unknown,yes
3278,33,management,married,tertiary,no,71,no,no,cellular,26,feb,3,102,2,failure,yes
3637,37,self-employed,single,tertiary,no,1188,no,no,cellular,24,jun,1,-1,0,unknown,yes
3635,25,student,single,secondary,no,1957,no,no,cellular,24,jun,4,385,1,failure,yes
5649,59,housemaid,married,primary,no,235,no,no,cellular,13,aug,2,-1,0,unknown,no
7471,35,management,married,tertiary,no,-547,yes,no,cellular,14,aug,2,-1,0,unknown,no
3284,38,services,single,secondary,no,91,no,no,cellular,2,mar,1,-1,0,unknown,yes
3760,41,admin.,married,secondary,no,14968,no,no,cellular,23,jul,4,-1,0,unknown,yes
2751,61,self-employed,divorced,tertiary,no,6,yes,no,cellular,13,oct,1,182,2,success,yes
10625,31,management,single,tertiary,no,307,no,no,cellular,21,nov,2,-1,0,unknown,no
724,52,services,married,primary,no,1625,no,no,cellular,8,aug,2,-1,0,unknown,yes
8627,34,management,married,tertiary,no,8,no,no,cellular,25,aug,4,-1,0,unknown,no
7678,37,management,married,tertiary,no,1689,yes,no,unknown,29,may,2,-1,0,unknown,no
940,32,blue-collar,married,secondary,no,2089,yes,no,cellular,14,nov,1,-1,0,unknown,yes
10766,38,services,single,secondary,no,322,yes,no,unknown,26,may,1,-1,0,unknown,no
4219,18,student,single,unknown,no,3,no,no,cellular,25,aug,2,-1,0,unknown,yes
318,41,entrepreneur,married,secondary,no,707,no,no,unknown,18,jun,1,-1,0,unknown,yes
3032,59,retired,married,primary,no,2074,no,no,cellular,21,dec,1,186,2,success,yes
4021,71,retired,married,secondary,no,1696,no,no,cellular,6,oct,1,-1,0,unknown,yes
3458,30,admin.,single,secondary,no,915,yes,no,unknown,27,apr,1,-1,0,unknown,yes
4237,39,services,married,secondary,no,1179,no,no,cellular,25,may,1,-1,0,unknown,yes
5228,51,retired,married,secondary,no,1435,no,no,unknown,11,jun,1,-1,0,unknown,yes
7478,52,management,married,tertiary,no,4358,no,no,telephone,31,jul,7,-1,0,unknown,no
3892,60,services,married,tertiary,no,4256,yes,no,cellular,16,aug,3,761,1,other,yes
8739,73,retired,married,primary,no,508,no,no,cellular,14,jun,4,97,1,success,no
10790,25,blue-collar,single,primary,no,-221,yes,no,unknown,23,may,1,-1,0,unknown,no
9115,54,management,married,tertiary,no,122,yes,no,cellular,22,jul,3,-1,0,unknown,no
1886,31,admin.,married,secondary,no,2,yes,yes,cellular,12,may,4,-1,0,unknown,yes
7252,32,management,single,tertiary,no,0,no,no,cellular,22,aug,2,-1,0,unknown,no
7720,30,technician,single,tertiary,no,1,no,no,cellular,20,aug,2,-1,0,unknown,no
1430,21,student,single,primary,no,423,no,no,cellular,8,apr,5,-1,0,unknown,yes
10063,34,technician,married,secondary,no,1246,no,no,unknown,28,may,3,-1,0,unknown,no
5721,33,management,married,secondary,no,588,yes,no,cellular,18,may,5,-1,0,unknown,no
591,57,retired,divorced,primary,no,63,no,yes,cellular,25,jul,17,-1,0,unknown,yes
2747,67,management,divorced,tertiary,no,361,no,no,cellular,13,oct,2,-1,0,unknown,yes
1880,41,blue-collar,married,secondary,no,1236,yes,no,cellular,11,may,3,-1,0,unknown,yes
3344,29,management,single,tertiary,no,874,yes,no,cellular,16,mar,1,181,2,success,yes
6363,59,unknown,married,unknown,no,1541,no,no,cellular,5,aug,1,-1,0,unknown,no
5753,35,management,single,tertiary,no,643,yes,no,unknown,23,may,1,-1,0,unknown,no
5066,31,technician,single,tertiary,no,208,no,no,cellular,12,aug,7,-1,0,unknown,yes
8144,58,management,married,tertiary,no,1697,no,no,unknown,20,jun,2,-1,0,unknown,no
2278,35,admin.,divorced,secondary,no,1085,no,no,cellular,5,jun,1,86,7,success,yes
4733,26,management,single,tertiary,no,390,no,no,cellular,7,aug,1,-1,0,unknown,yes
10945,29,management,married,tertiary,no,16,yes,no,cellular,16,jul,6,-1,0,unknown,no
4690,52,admin.,divorced,secondary,no,363,yes,no,cellular,21,aug,1,462,1,success,yes
2826,41,unknown,single,unknown,no,942,no,no,cellular,27,oct,1,188,1,success,yes
8332,40,blue-collar,married,secondary,no,746,yes,yes,cellular,2,feb,1,262,3,other,no
7165,53,admin.,divorced,secondary,no,592,yes,no,unknown,13,may,1,-1,0,unknown,no
62,41,blue-collar,married,secondary,no,1384,yes,no,unknown,15,may,4,-1,0,unknown,yes
8476,42,admin.,single,secondary,no,243,yes,no,unknown,14,may,5,-1,0,unknown,no
949,55,retired,married,secondary,no,1504,yes,yes,cellular,17,nov,1,-1,0,unknown,yes
3962,58,management,married,tertiary,no,0,no,no,cellular,14,sep,2,-1,0,unknown,yes
1809,30,management,divorced,tertiary,no,415,yes,yes,cellular,6,may,1,343,4,failure,yes
832,56,technician,married,tertiary,no,73,no,no,cellular,21,aug,4,-1,0,unknown,yes
6986,21,student,single,tertiary,no,1258,no,no,cellular,7,jul,1,-1,0,unknown,no
3754,38,management,married,tertiary,no,536,yes,no,cellular,22,jul,1,-1,0,unknown,yes
9259,30,management,single,tertiary,no,640,no,no,cellular,6,feb,4,213,2,failure,no
5806,50,technician,married,primary,no,249,yes,no,unknown,6,may,1,-1,0,unknown,no
2353,41,blue-collar,married,secondary,no,203,no,no,cellular,2,jul,2,-1,0,unknown,yes
4415,57,management,divorced,tertiary,no,8897,yes,no,cellular,12,aug,2,-1,0,unknown,yes
6692,33,blue-collar,married,secondary,no,-346,yes,yes,unknown,23,may,3,-1,0,unknown,no
2996,50,admin.,married,secondary,no,10250,yes,no,cellular,7,dec,3,385,2,other,yes
5380,45,management,married,tertiary,no,81,no,yes,cellular,30,jul,3,-1,0,unknown,no
10169,43,admin.,married,secondary,no,71,no,no,unknown,7,may,5,-1,0,unknown,no
4598,43,admin.,married,secondary,no,132,no,no,cellular,27,may,2,71,1,success,yes
5604,44,admin.,divorced,secondary,no,777,yes,no,cellular,18,may,3,350,2,failure,no
4302,45,blue-collar,divorced,primary,no,-207,no,no,cellular,15,jul,2,-1,0,unknown,yes
10428,30,technician,single,tertiary,no,6619,yes,no,cellular,21,aug,8,-1,0,unknown,no
3441,31,admin.,single,secondary,no,410,no,no,cellular,23,apr,1,-1,0,unknown,yes
2966,28,student,single,secondary,no,1925,no,no,cellular,25,nov,1,97,2,failure,yes
8640,34,management,married,tertiary,no,3402,no,no,cellular,3,jun,2,-1,0,unknown,no
1316,33,management,married,tertiary,no,250,no,no,cellular,4,mar,6,-1,0,unknown,yes
4489,48,management,married,tertiary,no,0,no,yes,cellular,19,feb,4,182,1,success,yes
6398,35,technician,married,secondary,no,905,no,yes,cellular,21,aug,2,-1,0,unknown,no
6306,51,management,divorced,tertiary,no,0,yes,no,cellular,28,jul,4,-1,0,unknown,no
10850,41,management,married,tertiary,no,217,no,no,cellular,19,nov,1,-1,0,unknown,no
11161,34,technician,married,secondary,no,0,no,no,cellular,9,jul,1,-1,0,unknown,no
9984,56,admin.,married,secondary,no,292,yes,no,unknown,28,may,9,-1,0,unknown,no
10872,38,management,single,tertiary,no,6836,yes,no,unknown,29,may,4,-1,0,unknown,no
4352,43,management,single,tertiary,no,2081,no,no,cellular,22,oct,3,-1,0,unknown,yes
10889,29,management,married,tertiary,no,0,yes,no,telephone,15,jul,2,-1,0,unknown,no
6663,49,technician,married,tertiary,no,80,no,no,cellular,17,jul,1,-1,0,unknown,no
6533,41,technician,married,secondary,no,978,no,no,cellular,29,jul,2,-1,0,unknown,no
4463,51,blue-collar,married,secondary,no,955,no,yes,cellular,17,dec,3,-1,0,unknown,yes
695,32,technician,married,secondary,no,560,no,no,cellular,6,aug,4,-1,0,unknown,yes
6498,37,management,single,tertiary,no,2173,no,no,cellular,21,nov,3,114,1,failure,no
3281,73,retired,married,unknown,no,519,no,no,telephone,26,feb,3,133,2,success,yes
1201,33,management,married,tertiary,no,158,no,no,cellular,6,feb,2,-1,0,unknown,yes
2602,57,management,divorced,unknown,no,854,no,no,cellular,27,aug,4,92,1,failure,yes
3311,83,retired,married,tertiary,no,4761,no,no,telephone,8,mar,1,-1,0,unknown,yes
10716,40,entrepreneur,married,tertiary,no,-164,no,no,cellular,7,may,1,-1,0,unknown,no
9713,34,housemaid,married,secondary,yes,0,no,no,cellular,21,aug,2,-1,0,unknown,no
5051,36,management,married,tertiary,no,926,no,no,cellular,14,apr,1,-1,0,unknown,yes
5571,38,blue-collar,married,secondary,no,35,yes,no,unknown,28,may,2,-1,0,unknown,no
8919,53,technician,divorced,secondary,no,45,no,no,unknown,28,may,6,-1,0,unknown,no
4236,22,admin.,single,secondary,no,33,no,no,cellular,12,feb,1,-1,0,unknown,yes
9430,89,retired,married,tertiary,no,553,no,no,telephone,19,aug,5,-1,0,unknown,no
311,39,blue-collar,married,primary,no,2303,yes,no,unknown,17,jun,3,-1,0,unknown,yes
7950,34,admin.,single,secondary,no,296,no,no,cellular,20,nov,1,136,4,failure,no
1764,33,technician,married,secondary,no,557,no,no,cellular,4,may,1,-1,0,unknown,yes
9936,45,technician,divorced,secondary,no,441,yes,no,cellular,2,feb,1,-1,0,unknown,no
5438,41,management,married,tertiary,no,-29,no,no,cellular,29,jan,2,266,2,failure,no
9708,49,admin.,married,secondary,no,1096,yes,no,cellular,17,apr,1,303,5,failure,no
720,44,technician,single,secondary,no,7138,no,no,cellular,8,aug,2,-1,0,unknown,yes
6052,40,management,married,tertiary,no,423,yes,no,cellular,30,jul,24,-1,0,unknown,no
905,27,entrepreneur,married,secondary,no,2329,no,no,telephone,27,oct,1,-1,0,unknown,yes
2360,42,entrepreneur,married,secondary,no,2959,yes,no,telephone,2,jul,1,342,1,failure,yes
8687,60,management,married,tertiary,no,79,no,no,unknown,11,jun,3,-1,0,unknown,no
2524,49,management,married,tertiary,no,1,no,no,telephone,13,aug,2,101,4,success,yes
216,40,self-employed,married,secondary,yes,-754,yes,yes,unknown,3,jun,3,-1,0,unknown,yes
6806,47,blue-collar,married,secondary,no,303,no,no,unknown,11,jun,1,-1,0,unknown,no
5667,56,blue-collar,married,unknown,no,260,yes,no,telephone,30,jul,2,-1,0,unknown,no
9818,39,technician,married,primary,no,2118,yes,no,cellular,17,apr,2,-1,0,unknown,no
10806,47,blue-collar,married,secondary,no,3237,yes,no,unknown,15,may,3,-1,0,unknown,no
4301,49,technician,married,tertiary,no,523,yes,no,cellular,3,mar,2,-1,0,unknown,yes
9304,58,unemployed,married,secondary,no,610,yes,no,telephone,29,jul,2,-1,0,unknown,no
7070,59,retired,married,secondary,no,5678,yes,no,unknown,14,may,2,-1,0,unknown,no
2479,39,management,single,tertiary,no,3840,yes,no,cellular,11,aug,2,-1,0,unknown,yes
4732,37,management,married,tertiary,no,156,no,no,cellular,19,nov,3,-1,0,unknown,yes
3272,59,technician,married,secondary,no,7766,yes,no,cellular,25,feb,1,461,1,failure,yes
2724,37,technician,married,unknown,no,189,no,no,cellular,1,oct,1,107,2,success,yes
3540,62,retired,married,secondary,no,3114,no,no,cellular,18,may,2,186,1,success,yes
5780,50,admin.,divorced,secondary,no,81,no,yes,cellular,21,nov,1,-1,0,unknown,no
4877,33,management,single,tertiary,no,1304,yes,no,cellular,18,may,2,-1,0,unknown,yes
561,51,blue-collar,married,primary,no,603,yes,no,cellular,24,jul,2,-1,0,unknown,yes
10410,34,management,single,tertiary,no,1310,no,yes,cellular,20,nov,3,-1,0,unknown,no
7785,49,blue-collar,divorced,primary,no,-9,yes,yes,unknown,5,may,1,-1,0,unknown,no
6704,44,admin.,married,secondary,no,262,yes,no,cellular,9,jul,1,-1,0,unknown,no
5436,38,entrepreneur,married,unknown,no,259,no,no,cellular,18,nov,1,-1,0,unknown,no
9967,58,retired,divorced,unknown,no,5920,yes,no,cellular,21,nov,1,121,1,failure,no
5379,38,blue-collar,married,primary,no,178,yes,no,unknown,20,may,1,-1,0,unknown,no
9706,59,unknown,single,secondary,no,3237,no,no,unknown,6,jun,3,-1,0,unknown,no
9235,57,management,married,tertiary,yes,1218,yes,no,cellular,18,jul,6,-1,0,unknown,no
7118,47,blue-collar,married,secondary,no,125,no,no,cellular,8,jul,2,-1,0,unknown,no
139,32,admin.,single,secondary,no,620,yes,no,unknown,26,may,3,-1,0,unknown,yes
10875,24,blue-collar,single,primary,no,1033,yes,no,cellular,24,nov,1,-1,0,unknown,no
2070,27,blue-collar,married,unknown,no,409,yes,no,cellular,18,may,1,-1,0,unknown,yes
3646,55,housemaid,divorced,primary,no,976,no,no,cellular,28,jun,1,94,3,other,yes
6616,52,management,married,tertiary,no,6,no,no,telephone,19,oct,1,-1,0,unknown,no
1056,53,blue-collar,married,secondary,no,1777,yes,no,cellular,21,nov,5,154,1,failure,yes
6627,55,blue-collar,married,secondary,no,2059,yes,no,cellular,11,may,1,259,4,failure,no
9612,30,management,married,tertiary,no,0,no,no,cellular,7,aug,1,-1,0,unknown,no
187,34,technician,divorced,secondary,no,1451,yes,no,unknown,30,may,15,-1,0,unknown,yes
5652,56,management,married,tertiary,no,505,yes,yes,cellular,5,may,1,169,3,failure,no
2899,40,management,married,tertiary,no,0,no,no,cellular,10,nov,1,96,8,success,yes
10671,38,entrepreneur,married,secondary,no,61,yes,yes,unknown,28,may,5,-1,0,unknown,no
3527,56,management,married,primary,no,870,no,no,cellular,14,may,1,179,1,success,yes
9651,47,services,married,secondary,no,2070,yes,yes,unknown,26,may,1,-1,0,unknown,no
8526,48,self-employed,married,tertiary,no,7,yes,no,unknown,5,may,1,-1,0,unknown,no
10659,36,technician,married,tertiary,no,202,no,no,cellular,1,jun,1,192,1,failure,no
3307,40,unemployed,single,secondary,no,334,no,no,cellular,5,mar,1,91,6,other,yes
8679,28,services,single,secondary,no,1636,yes,no,cellular,18,may,1,355,2,failure,no
1653,47,blue-collar,married,secondary,no,1230,yes,no,cellular,30,apr,1,169,1,success,yes
8788,54,admin.,married,tertiary,no,19,no,no,cellular,26,aug,2,-1,0,unknown,no
6729,28,blue-collar,single,primary,no,-30,yes,no,cellular,31,jul,5,-1,0,unknown,no
5031,30,management,single,tertiary,no,8535,no,no,cellular,18,jun,2,-1,0,unknown,yes
3431,39,blue-collar,single,secondary,no,1672,yes,no,cellular,20,apr,1,648,1,failure,yes
644,55,technician,married,secondary,no,264,yes,yes,cellular,31,jul,5,-1,0,unknown,yes
1272,24,blue-collar,single,secondary,no,167,no,yes,cellular,18,feb,2,-1,0,unknown,yes
4905,32,services,single,secondary,no,772,yes,no,unknown,15,may,3,-1,0,unknown,yes
6023,50,blue-collar,married,primary,no,0,no,no,unknown,9,jun,4,-1,0,unknown,no
8863,31,management,single,tertiary,no,1308,no,no,cellular,22,aug,3,-1,0,unknown,no
738,53,management,married,tertiary,no,0,no,no,cellular,11,aug,2,-1,0,unknown,yes
6640,28,student,single,tertiary,no,3733,yes,no,cellular,21,aug,5,91,7,success,no
6639,44,management,married,tertiary,no,-600,yes,no,cellular,18,aug,1,-1,0,unknown,no
8452,39,blue-collar,single,secondary,no,169,yes,no,unknown,9,may,1,-1,0,unknown,no
6246,44,management,married,tertiary,no,1850,yes,no,cellular,6,may,1,-1,0,unknown,no
2632,46,admin.,married,tertiary,no,2552,no,no,cellular,3,sep,1,94,8,success,yes
5999,32,technician,single,tertiary,no,514,yes,yes,cellular,7,may,1,168,1,failure,no
1965,31,admin.,married,secondary,no,8781,yes,no,cellular,14,may,1,177,1,success,yes
3303,25,blue-collar,single,secondary,no,509,no,no,cellular,5,mar,1,-1,0,unknown,yes
78,26,blue-collar,married,secondary,no,246,yes,no,unknown,16,may,3,-1,0,unknown,yes
4791,49,services,married,secondary,no,202,yes,no,cellular,17,nov,2,104,1,failure,yes
3362,43,services,married,secondary,no,774,no,no,cellular,25,mar,1,421,1,success,yes
8587,47,technician,divorced,secondary,no,191,no,no,cellular,19,aug,5,-1,0,unknown,no
4635,56,management,married,tertiary,no,12356,yes,no,cellular,26,may,1,551,5,other,yes
4107,29,management,single,tertiary,no,765,no,no,cellular,16,nov,1,-1,0,unknown,yes
6201,56,admin.,married,secondary,no,2087,yes,no,unknown,12,may,1,-1,0,unknown,no
3850,57,admin.,married,unknown,no,2038,no,no,cellular,9,aug,1,182,2,failure,yes
11087,40,technician,single,tertiary,no,47,yes,no,cellular,5,may,1,365,1,failure,no
2183,43,management,divorced,tertiary,no,2367,no,no,cellular,1,jun,1,38,2,other,yes
10161,36,blue-collar,married,primary,no,973,yes,yes,unknown,23,may,1,-1,0,unknown,no
10533,28,blue-collar,single,secondary,no,1735,yes,no,cellular,20,apr,1,-1,0,unknown,no
2908,33,services,married,secondary,no,1076,no,no,cellular,11,nov,1,96,5,failure,yes
804,32,technician,single,secondary,no,0,no,no,cellular,18,aug,4,-1,0,unknown,yes
3906,28,blue-collar,single,secondary,no,-46,yes,no,cellular,1,sep,1,92,14,success,yes
1550,29,blue-collar,divorced,secondary,no,-19,yes,no,cellular,20,apr,4,-1,0,unknown,yes
9039,43,technician,married,secondary,no,4056,no,no,cellular,4,may,6,89,2,failure,no
5623,37,management,married,tertiary,no,-666,yes,no,cellular,18,nov,2,-1,0,unknown,no
10966,54,technician,married,tertiary,no,6507,no,no,cellular,26,may,1,-1,0,unknown,no
852,48,management,single,tertiary,no,830,no,no,cellular,25,aug,4,-1,0,unknown,yes
392,45,management,divorced,tertiary,no,854,no,yes,cellular,8,jul,1,-1,0,unknown,yes
9851,45,management,divorced,tertiary,no,6200,no,no,cellular,29,jul,2,-1,0,unknown,no
1938,33,services,married,secondary,no,210,yes,no,cellular,13,may,2,-1,0,unknown,yes
11116,37,entrepreneur,married,tertiary,no,555,no,no,cellular,7,jul,2,-1,0,unknown,no
3119,54,admin.,married,secondary,no,0,no,no,cellular,28,jan,1,98,2,failure,yes
2959,71,retired,married,secondary,no,5715,no,no,cellular,17,nov,2,-1,0,unknown,yes
6495,34,self-employed,married,tertiary,no,2427,no,no,telephone,11,aug,3,70,3,failure,no
7483,53,management,married,tertiary,no,12,no,no,cellular,27,aug,10,-1,0,unknown,no
5499,55,services,divorced,primary,no,2923,yes,no,unknown,15,may,2,-1,0,unknown,no
424,47,services,married,secondary,no,367,yes,no,cellular,10,jul,4,-1,0,unknown,yes
2610,34,blue-collar,married,secondary,no,1464,yes,no,cellular,28,aug,3,130,5,other,yes
137,37,blue-collar,married,secondary,no,125,no,no,unknown,26,may,2,-1,0,unknown,yes
2723,26,student,single,secondary,no,132,no,no,cellular,1,oct,1,119,1,success,yes
6100,34,technician,single,secondary,no,60,no,no,cellular,7,aug,2,-1,0,unknown,no
3487,26,technician,single,tertiary,no,401,no,no,cellular,5,may,2,-1,0,unknown,yes
6130,28,unemployed,married,secondary,no,863,yes,yes,unknown,27,may,1,-1,0,unknown,no
1398,33,management,single,tertiary,no,3161,yes,no,cellular,2,apr,3,-1,0,unknown,yes
8454,31,technician,married,tertiary,no,15,no,no,unknown,2,jun,1,-1,0,unknown,no
10958,53,services,married,unknown,no,257,yes,no,unknown,5,may,2,-1,0,unknown,no
6061,32,student,single,unknown,no,1583,yes,no,unknown,20,may,1,-1,0,unknown,no
1052,30,services,single,secondary,no,495,yes,no,cellular,21,nov,1,-1,0,unknown,yes
6733,52,management,married,secondary,no,5193,no,no,cellular,23,apr,2,-1,0,unknown,no
2284,49,technician,married,secondary,no,905,no,no,cellular,5,jun,1,-1,0,unknown,yes
7071,31,management,single,tertiary,no,0,no,no,cellular,25,aug,12,-1,0,unknown,no
10334,56,management,married,primary,no,7747,no,no,unknown,5,jun,2,-1,0,unknown,no
5492,37,management,divorced,tertiary,no,0,yes,no,cellular,11,may,6,-1,0,unknown,no
8384,37,admin.,divorced,secondary,no,1573,yes,no,cellular,12,may,3,326,10,failure,no
6330,31,services,single,secondary,no,85,no,no,cellular,16,jul,1,-1,0,unknown,no
625,52,unemployed,married,primary,no,959,no,no,telephone,30,jul,2,-1,0,unknown,yes
10045,30,self-employed,single,secondary,no,280,no,no,telephone,5,may,3,-1,0,unknown,no
895,32,technician,single,tertiary,no,5514,no,no,telephone,22,oct,1,-1,0,unknown,yes
4192,34,management,married,tertiary,no,1006,yes,no,cellular,19,nov,3,195,2,other,yes
10246,50,entrepreneur,married,secondary,no,854,no,no,cellular,16,apr,1,-1,0,unknown,no
8608,45,management,married,tertiary,no,3643,no,no,cellular,21,nov,1,-1,0,unknown,no
6636,46,blue-collar,married,secondary,no,-396,no,yes,cellular,4,aug,1,-1,0,unknown,no
4062,52,management,married,secondary,no,335,no,no,cellular,21,oct,1,182,1,failure,yes
7689,41,management,married,secondary,no,3096,yes,no,cellular,24,jul,6,-1,0,unknown,no
6587,41,entrepreneur,married,tertiary,no,221,yes,no,unknown,14,may,2,-1,0,unknown,no
6485,36,blue-collar,married,secondary,no,723,yes,no,cellular,31,jul,2,-1,0,unknown,no
3492,29,student,single,unknown,no,2929,no,no,cellular,5,may,1,89,4,other,yes
10165,38,technician,married,tertiary,no,-1,no,no,cellular,8,aug,4,-1,0,unknown,no
6065,39,admin.,married,secondary,no,1221,no,no,unknown,12,jun,1,-1,0,unknown,no
1531,36,technician,single,secondary,yes,-487,yes,no,cellular,17,apr,1,-1,0,unknown,yes
2001,35,blue-collar,married,primary,no,22,yes,no,cellular,15,may,2,302,2,other,yes
4967,46,technician,married,unknown,no,3308,no,no,cellular,28,jul,2,-1,0,unknown,yes
10483,48,management,married,tertiary,no,190,no,no,cellular,25,aug,22,-1,0,unknown,no
3866,60,technician,married,secondary,no,116,no,no,cellular,11,aug,2,181,8,success,yes
5039,64,retired,divorced,primary,no,315,no,no,cellular,17,feb,1,-1,0,unknown,yes
2466,59,retired,divorced,tertiary,no,3444,no,no,cellular,10,aug,1,185,2,success,yes
6799,42,management,married,tertiary,no,386,yes,no,unknown,7,may,1,-1,0,unknown,no
4004,36,admin.,single,secondary,no,60,yes,no,cellular,23,sep,2,-1,0,unknown,yes
10079,46,blue-collar,married,secondary,no,922,yes,no,telephone,18,nov,2,-1,0,unknown,no
7592,31,management,single,tertiary,no,41,yes,no,cellular,18,aug,2,-1,0,unknown,no
6522,35,technician,married,secondary,no,15474,no,no,cellular,21,nov,1,92,2,other,no
1957,26,blue-collar,single,secondary,no,1006,yes,no,cellular,14,may,1,-1,0,unknown,yes
1265,57,retired,divorced,primary,no,720,no,no,telephone,17,feb,4,-1,0,unknown,yes
600,53,housemaid,married,primary,no,362,no,no,cellular,28,jul,2,-1,0,unknown,yes
6460,46,services,married,secondary,no,-119,yes,no,cellular,22,jul,3,-1,0,unknown,no
8565,38,blue-collar,married,primary,no,7944,no,no,unknown,17,jun,3,-1,0,unknown,no
5177,39,blue-collar,married,primary,no,70,no,no,unknown,8,may,1,-1,0,unknown,yes
10242,57,management,married,tertiary,no,5,yes,no,cellular,8,jul,1,-1,0,unknown,no
2822,59,retired,married,primary,no,3648,no,no,telephone,23,oct,2,126,3,success,yes
7309,29,self-employed,single,tertiary,no,300,no,no,cellular,3,feb,1,-1,0,unknown,no
2207,49,technician,married,tertiary,no,523,yes,no,cellular,2,jun,1,60,3,failure,yes
80,29,admin.,single,secondary,no,163,yes,yes,unknown,16,may,1,-1,0,unknown,yes
5886,45,blue-collar,single,secondary,no,615,yes,no,cellular,15,may,1,-1,0,unknown,no
4868,26,technician,single,secondary,no,181,no,no,cellular,20,apr,2,-1,0,unknown,yes
8809,55,management,married,tertiary,no,505,yes,no,cellular,17,apr,1,316,1,other,no
1229,69,retired,married,primary,no,2346,no,no,cellular,11,feb,2,-1,0,unknown,yes
3037,60,admin.,married,secondary,no,3735,no,no,cellular,22,dec,1,188,9,success,yes
9599,80,retired,married,primary,no,1021,no,no,telephone,26,feb,1,-1,0,unknown,no
11089,44,blue-collar,single,secondary,no,25,yes,no,cellular,12,may,3,-1,0,unknown,no
3523,37,management,married,tertiary,no,393,yes,no,cellular,14,may,3,275,4,failure,yes
2537,44,management,married,tertiary,no,226,yes,no,cellular,14,aug,3,270,3,failure,yes
10178,45,entrepreneur,married,primary,no,488,yes,no,telephone,28,jul,11,-1,0,unknown,no
436,29,management,single,tertiary,no,983,yes,no,cellular,11,jul,2,-1,0,unknown,yes
4407,62,housemaid,married,tertiary,no,1528,no,no,cellular,15,oct,2,184,1,success,yes
3630,57,management,divorced,tertiary,no,3287,no,no,cellular,22,jun,1,84,3,success,yes
4073,47,admin.,single,secondary,no,1693,yes,no,cellular,22,oct,2,92,4,other,yes
2473,70,housemaid,divorced,primary,no,1311,no,no,cellular,11,aug,1,-1,0,unknown,yes
9616,48,admin.,married,secondary,no,1060,yes,no,cellular,20,apr,2,318,3,failure,no
3348,46,management,divorced,tertiary,no,624,no,no,cellular,18,mar,1,276,1,other,yes
6250,35,technician,married,secondary,no,1,yes,yes,unknown,21,may,1,-1,0,unknown,no
3014,79,retired,married,primary,no,3025,no,no,cellular,11,dec,3,126,3,other,yes
570,31,blue-collar,married,primary,no,33,yes,no,cellular,24,jul,2,-1,0,unknown,yes
7712,43,management,divorced,secondary,no,693,yes,no,unknown,5,may,3,-1,0,unknown,no
10476,39,services,married,secondary,no,93,yes,no,cellular,11,may,4,-1,0,unknown,no
606,54,retired,single,secondary,no,129,no,yes,cellular,28,jul,2,-1,0,unknown,yes
4654,32,student,single,tertiary,no,1138,no,no,telephone,10,feb,3,-1,0,unknown,yes
10185,41,admin.,single,secondary,no,2002,yes,no,cellular,15,may,2,350,1,failure,no
9043,75,retired,married,primary,no,3324,no,no,cellular,2,feb,1,-1,0,unknown,no
8483,48,unknown,married,unknown,no,3,no,no,cellular,19,aug,2,-1,0,unknown,no
4320,32,management,single,tertiary,no,520,no,no,cellular,3,feb,2,-1,0,unknown,yes
7100,33,technician,single,secondary,no,2583,no,no,cellular,25,may,1,108,1,failure,no
2265,55,admin.,married,secondary,no,1662,no,no,cellular,4,jun,2,-1,0,unknown,yes
3100,30,admin.,single,secondary,no,255,no,no,cellular,27,jan,1,-1,0,unknown,yes
10417,25,admin.,single,tertiary,no,1734,no,no,cellular,19,oct,1,-1,0,unknown,no
3517,35,management,married,tertiary,no,8000,no,no,cellular,13,may,1,90,3,success,yes
